dfsNombre_indice;dfdFechaComparacion;sSucursal;sTipo_factura;sTipo_nota;sNumero_factura;sNumero_nota;sCliente;sNombre_cliente;dFecha_emision_factura;dFecha_nota; nSaldo_factura ; nSaldo_nota ;sMoneda;sCodigo_indice;nNeto_factura;dFecha_calculo_punitorios;dVencimiento_nota;nIntereses_punitorios;dFec_vencim_origen;dFec_venc_1;dFec_venc_2;dFec_venc_3;dFec_venc_4;nInt_venc_1;nInt_venc_2;nInt_venc_3;nInt_venc_4;sNombre_sucursal;dfdFechaEmisionDesde;dfdFechaEmisionHasta;dfdFechaVencDesde;dfdFechaVencHasta;swEsNota;swEsFactura;nwSaldoNoVencido;nwSaldoVencido;nSaldoVencido30;nSaldoVencido60;nSaldoVencido90;nSaldoVencido120;nSaldoVencido150;nSaldoVencido180;nSaldoVencido210;nSaldoVencido240;nSaldoVencidoMasQue240;nwPunitorios;nwTotalDeudaVencida;nwDiasEnLaCalle;dwFechaVencimiento;nwSaldoXDias;sDetallado;sResumido;sClienteMoneda;sSub_business_area;sDomicilio_legal;sTelefono_legal;nSaldoVencido30Ocultado;nSaldoVencido60Ocultado;nSaldoVencido90Ocultado;nSaldoVencido120Ocultado;nSaldoVencido150Ocultado;nSaldoVencido180Ocultado;nSaldoVencido210Ocultado;nSaldoVencido240Ocultado;nSaldoVencidoMasQue240Ocultado;nwSaldoNoVencidoOcultado;nwPunitoriosOcultado;sEstado_cliente;sSaltoPag;sBreak_estado;sBreak_sucursal;sBreak_SBA;sBreak_moneda
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57580;;110002506;INDUSTRIA DE ACCESORIOS Y PARTES DE AUTOMOTORES INDIMA S A;30/10/2019 15:39;; 418.34 ;;D;;426.72;29/12/2019 15:39;;0;29/12/2019 15:39;;;;;;;;;QUITO SUR;;;;;;1;418.34;0;0;0;0;0;0;0;0;0;0;0;0;0;29/12/2019 15:39;0;SI;;110002506D;GA;KM 7 1/2 AV. JUAN DE SELIS N74-76 Y MARIANO CARDENAL;2474552;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;27022;;110003673;CORPORACION FAVORITA C.A.;09/01/2017 11:57;; 456.00 ;;D;;456;08/02/2017 11:57;;0;08/02/2017 11:57;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;0;0;0;0;0;0;0;456;0;0;1,025.50;08/02/2017 11:57;467,628.49;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;27023;;110003673;CORPORACION FAVORITA C.A.;09/01/2017 11:57;; 456.00 ;;D;;456;08/02/2017 11:57;;0;08/02/2017 11:57;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;0;0;0;0;0;0;0;456;0;0;1,025.50;08/02/2017 11:57;467,628.43;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;30104;;110003673;CORPORACION FAVORITA C.A.;10/04/2017 11:32;; 456.00 ;;D;;456;10/05/2017 11:32;;0;10/05/2017 11:32;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;0;0;0;0;0;0;0;456;0;0;934.52;10/05/2017 11:32;426,140.53;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;30105;;110003673;CORPORACION FAVORITA C.A.;10/04/2017 11:32;; 456.00 ;;D;;456;10/05/2017 11:32;;0;10/05/2017 11:32;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;0;0;0;0;0;0;0;456;0;0;934.52;10/05/2017 11:32;426,140.47;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;31134;;110003673;CORPORACION FAVORITA C.A.;09/05/2017 18:31;; 456.00 ;;D;;456;08/06/2017 18:31;;0;08/06/2017 18:31;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;0;0;0;0;0;0;0;456;0;0;905.23;08/06/2017 18:31;412,783.83;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;31135;;110003673;CORPORACION FAVORITA C.A.;09/05/2017 18:31;; 456.00 ;;D;;456;08/06/2017 18:31;;0;08/06/2017 18:31;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;0;0;0;0;0;0;0;456;0;0;905.23;08/06/2017 18:31;412,783.77;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;32108;;110003673;CORPORACION FAVORITA C.A.;05/06/2017 15:58;; 448.00 ;;D;;448;05/07/2017 15:58;;0;05/07/2017 15:58;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;0;0;0;0;0;0;0;448;0;0;878.33;05/07/2017 15:58;393,493.47;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;32109;;110003673;CORPORACION FAVORITA C.A.;05/06/2017 15:58;; 448.00 ;;D;;448;05/07/2017 15:58;;0;05/07/2017 15:58;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;0;0;0;0;0;0;0;448;0;0;878.33;05/07/2017 15:58;393,493.46;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;36604;;110003673;CORPORACION FAVORITA C.A.;13/10/2017 12:24;; 214.97 ;;D;;219.27;12/11/2017 12:24;;0;12/11/2017 12:24;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;0;0;0;0;0;0;0;214.97;0;0;748.48;12/11/2017 12:24;160,901.31;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;37245;;110003673;CORPORACION FAVORITA C.A.;06/11/2017 11:11;; 134.89 ;;D;;137.59;06/12/2017 11:11;;0;06/12/2017 11:11;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;0;0;0;0;0;0;0;134.89;0;0;724.53;06/12/2017 11:11;97,732.23;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;44950;;110003673;CORPORACION FAVORITA C.A.;27/07/2018 11:57;; 137.59 ;;D;;137.59;26/08/2018 11:57;;0;26/08/2018 11:57;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;0;0;0;0;0;0;0;137.59;0;0;461.5;26/08/2018 11:57;63,497.96;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56250;;110003673;CORPORACION FAVORITA C.A.;04/09/2019 13:14;; 3,120.00 ;;D;;3,120.00;04/10/2019 13:14;;0;04/10/2019 13:14;;;;;;;;;QUITO SUR;;;;;;1;0;0;3,120.00;0;0;0;0;0;0;0;0;0;0;57.45;04/10/2019 13:14;179,236.40;SI;;110003673D;GA;VIA A COTOGCHOA AV. GENERAL ENRIQUEZ S/N;2338896;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56158;;110004846;DISOLOXI;01/09/2019 08:44;; 211.65 ;;D;;215.5;01/10/2019 08:44;;0;01/10/2019 08:44;;;;;;;;;QUITO SUR;;;;;;1;0;0;211.65;0;0;0;0;0;0;0;0;0;0;60.64;01/10/2019 08:44;12,833.42;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56401;;110004846;DISOLOXI;09/09/2019 14:18;; 3,457.35 ;;D;;3,488.50;09/10/2019 14:18;;0;09/10/2019 14:18;;;;;;;;;QUITO SUR;;;;;;1;0;0;3,457.35;0;0;0;0;0;0;0;0;0;0;52.4;09/10/2019 14:18;181,174.97;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56580;;110004846;DISOLOXI;16/09/2019 18:18;; 2,798.88 ;;D;;2,824.10;16/10/2019 18:18;;0;16/10/2019 18:18;;;;;;;;;QUITO SUR;;;;;;1;0;0;2,798.88;0;0;0;0;0;0;0;0;0;0;45.24;16/10/2019 18:18;126,611.96;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56716;;110004846;DISOLOXI;21/09/2019 20:01;; 47.03 ;;D;;47.89;21/10/2019 20:01;;0;21/10/2019 20:01;;;;;;;;;QUITO SUR;;;;;;1;0;0;47.03;0;0;0;0;0;0;0;0;0;0;40.17;21/10/2019 20:01;1,888.97;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56757;;110004846;DISOLOXI;23/09/2019 18:59;; 2,358.44 ;;D;;2,379.69;23/10/2019 18:59;;0;23/10/2019 18:59;;;;;;;;;QUITO SUR;;;;;;1;0;0;2,358.44;0;0;0;0;0;0;0;0;0;0;38.21;23/10/2019 18:59;90,111.11;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56946;;110004846;DISOLOXI;30/09/2019 19:19;; 4,534.23 ;;D;;4,575.08;30/10/2019 19:19;;0;30/10/2019 19:19;;;;;;;;;QUITO SUR;;;;;;1;0;0;4,534.23;0;0;0;0;0;0;0;0;0;0;31.19;30/10/2019 19:19;141,442.37;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57105;;110004846;DISOLOXI;07/10/2019 11:41;; 1,808.27 ;;D;;1,808.27;06/11/2019 11:41;;0;06/11/2019 11:41;;;;;;;;;QUITO SUR;;;;;;1;1,808.27;0;0;0;0;0;0;0;0;0;0;0;0;0;06/11/2019 11:41;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57204;;110004846;DISOLOXI;14/10/2019 15:00;; 25.78 ;;D;;25.78;13/11/2019 15:00;;0;13/11/2019 15:00;;;;;;;;;QUITO SUR;;;;;;1;25.78;0;0;0;0;0;0;0;0;0;0;0;0;0;13/11/2019 15:00;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57205;;110004846;DISOLOXI;14/10/2019 15:00;; 25.78 ;;D;;25.78;13/11/2019 15:00;;0;13/11/2019 15:00;;;;;;;;;QUITO SUR;;;;;;1;25.78;0;0;0;0;0;0;0;0;0;0;0;0;0;13/11/2019 15:00;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57206;;110004846;DISOLOXI;14/10/2019 15:00;; 25.78 ;;D;;25.78;13/11/2019 15:00;;0;13/11/2019 15:00;;;;;;;;;QUITO SUR;;;;;;1;25.78;0;0;0;0;0;0;0;0;0;0;0;0;0;13/11/2019 15:00;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57230;;110004846;DISOLOXI;14/10/2019 16:33;; 1,515.09 ;;D;;1,515.09;13/11/2019 16:33;;0;13/11/2019 16:33;;;;;;;;;QUITO SUR;;;;;;1;1,515.09;0;0;0;0;0;0;0;0;0;0;0;0;0;13/11/2019 16:33;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57375;;110004846;DISOLOXI;21/10/2019 11:02;; 464.02 ;;D;;464.02;20/11/2019 11:02;;0;20/11/2019 11:02;;;;;;;;;QUITO SUR;;;;;;1;464.02;0;0;0;0;0;0;0;0;0;0;0;0;0;20/11/2019 11:02;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57395;;110004846;DISOLOXI;21/10/2019 16:29;; 2,777.75 ;;D;;3,194.12;20/11/2019 16:29;;0;20/11/2019 16:29;;;;;;;;;QUITO SUR;;;;;;1;2,777.75;0;0;0;0;0;0;0;0;0;0;0;0;0;20/11/2019 16:29;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57398;;110004846;DISOLOXI;21/10/2019 16:44;; 3,158.08 ;;D;;3,158.08;20/11/2019 16:44;;0;20/11/2019 16:44;;;;;;;;;QUITO SUR;;;;;;1;3,158.08;0;0;0;0;0;0;0;0;0;0;0;0;0;20/11/2019 16:44;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57543;;110004846;DISOLOXI;28/10/2019 12:13;; 2,836.18 ;;D;;2,836.18;27/11/2019 12:13;;0;27/11/2019 12:13;;;;;;;;;QUITO SUR;;;;;;1;2,836.18;0;0;0;0;0;0;0;0;0;0;0;0;0;27/11/2019 12:13;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57595;;110004846;DISOLOXI;31/10/2019 11:26;; 346.29 ;;D;;346.29;30/11/2019 11:26;;0;30/11/2019 11:26;;;;;;;;;QUITO SUR;;;;;;1;346.29;0;0;0;0;0;0;0;0;0;0;0;0;0;30/11/2019 11:26;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57669;;110004846;DISOLOXI;31/10/2019 21:14;; 3,128.29 ;;D;;3,128.29;30/11/2019 21:14;;0;30/11/2019 21:14;;;;;;;;;QUITO SUR;;;;;;1;3,128.29;0;0;0;0;0;0;0;0;0;0;0;0;0;30/11/2019 21:14;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57670;;110004846;DISOLOXI;31/10/2019 21:14;; 9.63 ;;D;;9.63;30/11/2019 21:14;;0;30/11/2019 21:14;;;;;;;;;QUITO SUR;;;;;;1;9.63;0;0;0;0;0;0;0;0;0;0;0;0;0;30/11/2019 21:14;0;SI;;110004846D;GA;PEDRO CASTILLO LOTE 53 Y S42F / JOSE RODRIGUEZ;3690622 3690605 0992430978;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57048;;110009381;LABORATORIOS LAMOSAN;03/10/2019 11:43;; 381.05 ;;D;;388.68;02/11/2019 11:43;;0;02/11/2019 11:43;;;;;;;;;QUITO SUR;;;;;;1;381.05;0;0;0;0;0;0;0;0;0;0;0;0;0;02/11/2019 11:43;0;SI;;110009381D;GA;Urb.John F.Kennedy Calle Paseo del Sol;350196;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57723;;110009381;LABORATORIOS LAMOSAN;31/10/2019 22:52;; 447.01 ;;D;;447.01;30/11/2019 22:52;;0;30/11/2019 22:52;;;;;;;;;QUITO SUR;;;;;;1;447.01;0;0;0;0;0;0;0;0;0;0;0;0;0;30/11/2019 22:52;0;SI;;110009381D;GA;Urb.John F.Kennedy Calle Paseo del Sol;350196;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;55606;;110013193;FARMACID S.A.;13/08/2019 14:39;; 445.57 ;;D;;454.15;27/09/2019 14:39;;0;27/09/2019 14:39;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;445.57;0;0;0;0;0;0;0;0;0;79.39;27/09/2019 14:39;35,373.20;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;55711;;110013193;FARMACID S.A.;16/08/2019 11:25;; 187.12 ;;D;;190.93;30/09/2019 11:25;;0;30/09/2019 11:25;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;187.12;0;0;0;0;0;0;0;0;0;76.52;30/09/2019 11:25;14,319.07;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56268;;110013193;FARMACID S.A.;04/09/2019 15:50;; 575.60 ;;D;;587.13;19/10/2019 15:50;;0;19/10/2019 15:50;;;;;;;;;QUITO SUR;;;;;;1;0;0;575.6;0;0;0;0;0;0;0;0;0;0;57.34;19/10/2019 15:50;33,004.41;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56293;;110013193;FARMACID S.A.;04/09/2019 17:22;; 587.07 ;;D;;598.72;19/10/2019 17:22;;0;19/10/2019 17:22;;;;;;;;;QUITO SUR;;;;;;1;0;0;587.07;0;0;0;0;0;0;0;0;0;0;57.28;19/10/2019 17:22;33,624.77;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56335;;110013193;FARMACID S.A.;06/09/2019 14:19;; 411.14 ;;D;;419.37;21/10/2019 14:19;;0;21/10/2019 14:19;;;;;;;;;QUITO SUR;;;;;;1;0;0;411.14;0;0;0;0;0;0;0;0;0;0;55.4;21/10/2019 14:19;22,778.14;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56393;;110013193;FARMACID S.A.;09/09/2019 13:26;; 128.14 ;;D;;130.25;24/10/2019 13:26;;0;24/10/2019 13:26;;;;;;;;;QUITO SUR;;;;;;1;0;0;128.14;0;0;0;0;0;0;0;0;0;0;52.44;24/10/2019 13:26;6,719.57;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56469;;110013193;FARMACID S.A.;11/09/2019 14:57;; 351.86 ;;D;;358.69;26/10/2019 14:57;;0;26/10/2019 14:57;;;;;;;;;QUITO SUR;;;;;;1;0;0;351.86;0;0;0;0;0;0;0;0;0;0;50.38;26/10/2019 14:57;17,725.38;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56537;;110013193;FARMACID S.A.;13/09/2019 09:28;; 351.86 ;;D;;358.69;28/10/2019 09:28;;0;28/10/2019 09:28;;;;;;;;;QUITO SUR;;;;;;1;0;0;351.86;0;0;0;0;0;0;0;0;0;0;48.6;28/10/2019 09:28;17,102.10;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57042;;110013193;FARMACID S.A.;03/10/2019 11:31;; 575.60 ;;D;;587.13;17/11/2019 11:31;;0;17/11/2019 11:31;;;;;;;;;QUITO SUR;;;;;;1;575.6;0;0;0;0;0;0;0;0;0;0;0;0;0;17/11/2019 11:31;0;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57104;;110013193;FARMACID S.A.;07/10/2019 11:24;; 657.81 ;;D;;670.99;21/11/2019 11:24;;0;21/11/2019 11:24;;;;;;;;;QUITO SUR;;;;;;1;657.81;0;0;0;0;0;0;0;0;0;0;0;0;0;21/11/2019 11:24;0;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57171;;110013193;FARMACID S.A.;10/10/2019 15:33;; 82.23 ;;D;;83.88;24/11/2019 15:33;;0;24/11/2019 15:33;;;;;;;;;QUITO SUR;;;;;;1;82.23;0;0;0;0;0;0;0;0;0;0;0;0;0;24/11/2019 15:33;0;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57342;;110013193;FARMACID S.A.;18/10/2019 15:53;; 1,045.41 ;;D;;1,066.12;02/12/2019 15:53;;0;02/12/2019 15:53;;;;;;;;;QUITO SUR;;;;;;1;1,045.41;0;0;0;0;0;0;0;0;0;0;0;0;0;02/12/2019 15:53;0;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57343;;110013193;FARMACID S.A.;18/10/2019 15:53;; 789.79 ;;D;;805.39;02/12/2019 15:53;;0;02/12/2019 15:53;;;;;;;;;QUITO SUR;;;;;;1;789.79;0;0;0;0;0;0;0;0;0;0;0;0;0;02/12/2019 15:53;0;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57724;;110013193;FARMACID S.A.;31/10/2019 22:53;; 2,723.28 ;;D;;2,723.28;15/12/2019 22:53;;0;15/12/2019 22:53;;;;;;;;;QUITO SUR;;;;;;1;2,723.28;0;0;0;0;0;0;0;0;0;0;0;0;0;15/12/2019 22:53;0;SI;;110013193D;GA;AV ILALO E7-156 Y CALLE MEJIA;23829620;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56861;;110014734;"EQUIPOS Y GASES ""GARCÍA""";27/09/2019 11:20;; 966.59 ;;D;;975.3;27/10/2019 11:20;;0;27/10/2019 11:20;;;;;;;;;QUITO SUR;;;;;;1;0;0;966.59;0;0;0;0;0;0;0;0;0;0;34.53;27/10/2019 11:20;33,373.20;SI;;110014734D;GA;SECTORL EL ARENAL  TUMBACO;97699427;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
